Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
DRK47,OUT017,3719.8763989784147
NCL30,OUT017,2337.5346771653503
FDN22,OUT035,4270.767236082471
NCF30,OUT027,3758.4300852459055
FDK03,OUT035,5458.019397960666
FDT45,OUT017,1344.6559665236055
NCC54,OUT027,6014.784980392151
FDP08,OUT018,3269.532070498075
FDU44,OUT046,3052.8852631015943
DRG39,OUT035,1344.6559665236055
FDU32,OUT049,2337.5346771653503
FDY27,OUT049,3369.676037224761
NCP54,OUT013,2170.505417155173
NCZ41,OUT049,2337.5346771653503
DRL49,OUT013,2447.522865795206
FDI05,OUT018,1421.1196686980604
FDY56,OUT045,4004.3782044744016
DRC13,OUT013,2337.5346771653503
NCV29,OUT017,3427.2921555053617
FDR24,OUT049,1534.0741487664063
FDZ34,OUT018,3269.532070498075
FDP37,OUT035,2447.522865795206
FDX08,OUT027,5118.981376494423
FDS57,OUT045,2447.522865795206
NCG18,OUT049,1731.9115259545667
FDK25,OUT018,2455.1216353351433
FDH53,OUT049,1534.0741487664063
DRI59,OUT018,3354.5576251303514
FDA52,OUT046,3354.5576251303514
FDT20,OUT010,1052.6176945454545
FDE36,OUT019,2170.505417155173
FDI24,OUT017,3369.676037224761
FDB28,OUT018,3354.5576251303514
FDV11,OUT017,3427.2921555053617
FDP01,OUT046,2556.221119638817
FDD34,OUT027,4423.581727450982
FDJ50,OUT027,2410.4524967213097
FDZ44,OUT013,2106.5235060489
DRO59,OUT035,1534.0741487664063
DRB48,OUT045,1344.6559665236055
FDR21,OUT018,3269.532070498075
NCE42,OUT010,3667.372092705895
FDO23,OUT046,1534.0741487664063
NCE30,OUT018,3354.5576251303514
FDQ22,OUT035,1344.6559665236055
FDY01,OUT045,2170.505417155173
FDS08,OUT017,3427.2921555053617
FDG28,OUT018,3685.5710473819818
FDQ51,OUT018,1228.5415206030152
FDB05,OUT017,4270.767236082471
FDO56,OUT049,2158.283849114522
FDE02,OUT018,1534.0741487664063
FDN45,OUT017,3832.7725078608205
FDS09,OUT013,1344.6559665236055
NCA54,OUT018,3269.2779587048285
FDP09,OUT010,2918.504985931147
FDC53,OUT045,1731.9115259545667
NCM55,OUT017,3667.372092705895
FDL09,OUT018,2447.522865795206
FDA11,OUT019,1379.3044424521058
FDA50,OUT045,1731.9115259545667
FDC23,OUT017,3667.372092705895
FDE22,OUT049,3369.676037224761
FDD23,OUT046,3465.84214391891
NCA29,OUT049,3427.2921555053617
FDK38,OUT046,2455.1216353351433
DRC13,OUT046,2337.5346771653503
NCP43,OUT049,3427.2921555053617
FDX28,OUT049,1731.9115259545667
FDF08,OUT049,1534.0741487664063
FDZ33,OUT046,2455.1216353351433
FDD10,OUT049,3465.84214391891
FDO58,OUT017,3427.2921555053617
FDI50,OUT017,4119.010667103939
FDO58,OUT045,3427.2921555053617
FDX08,OUT013,3427.2921555053617
NCK17,OUT010,1052.6176945454545
FDF39,OUT035,5458.019397960666
FDU45,OUT010,1731.9115259545667
NCJ18,OUT018,2106.5235060489
DRC27,OUT019,2396.475298039214
DRC25,OUT035,1534.0741487664063
FDU59,OUT035,3269.2779587048285
FDU28,OUT035,3427.2921555053617
NCP30,OUT046,1367.9724074074072
FDB39,OUT018,1228.5415206030152
FDE41,OUT013,1534.0741487664063
DRH11,OUT010,1052.6176945454545
FDA58,OUT045,4198.7524090509
FDU50,OUT046,2158.283849114522
FDM34,OUT013,2158.283849114522
FDM44,OUT027,2880.4054543307075
FDR39,OUT045,3465.84214391891
FDM25,OUT045,3427.2921555053617
FDQ49,OUT049,2674.8468521815066
DRH25,OUT018,1228.5415206030152
FDM09,OUT027,4482.319641131106
FDL44,OUT019,2170.505417155173
NCR42,OUT018,1228.5415206030152
DRL59,OUT046,1344.6559665236055
FDX43,OUT013,2877.3076156941515
DRK47,OUT010,2854.6408651641955
FDU48,OUT018,2158.283849114522
FDY12,OUT045,1344.6559665236055
NCN43,OUT018,2158.283849114522
NCM55,OUT018,3354.5576251303514
FDQ21,OUT027,3354.9251012345662
FDX13,OUT035,4271.638563027145
NCK30,OUT027,6266.875674809831
FDG20,OUT049,3369.676037224761
DRG27,OUT017,1344.6559665236055
FDY14,OUT018,4060.141573177841
FDP59,OUT035,1731.9115259545667
FDU60,OUT017,3369.676037224761
NCC18,OUT019,2170.505417155173
DRJ39,OUT017,4119.010667103939
FDS07,OUT049,2170.505417155173
FDM08,OUT027,5654.037285217387
FDP51,OUT045,2170.505417155173
FDU16,OUT035,1534.0741487664063
FDH12,OUT013,1731.9115259545667
DRE48,OUT010,2918.504985931147
NCL42,OUT027,6143.319402214086
FDR21,OUT045,3465.84214391891
NCW29,OUT035,2337.5346771653503
FDO11,OUT013,5288.675986157371
NCM31,OUT049,2337.5346771653503
FDV35,OUT019,2106.5235060489
FDF58,OUT017,1344.6559665236055
NCE43,OUT049,3269.532070498075
FDA02,OUT035,2584.438987919464
DRL37,OUT010,1052.6176945454545
FDR24,OUT018,1534.0741487664063
FDW59,OUT049,1534.0741487664063
FDS22,OUT049,1344.6559665236055
FDW24,OUT017,1344.6559665236055
FDU24,OUT035,1731.9115259545667
FDA21,OUT027,5409.329331392204
FDH58,OUT027,3148.9417595419845
FDW36,OUT018,1694.1995558080828
FDI45,OUT027,4482.319641131106
FDU01,OUT018,3354.5576251303514
FDF35,OUT027,2852.885860504199
FDU43,OUT019,2268.9653767195873
FDE24,OUT019,2106.5235060489
FDK50,OUT049,3369.676037224761
FDG31,OUT045,1421.1196686980604
FDC60,OUT045,1614.3191216509742
FDL36,OUT013,1538.389878346452
FDP21,OUT013,4136.639809204343
FDW16,OUT045,1614.3191216509742
FDX02,OUT017,3965.657086807132
FDQ58,OUT027,3980.6182247349802
FDT51,OUT046,2085.3305214457823
FDD59,OUT049,1534.0741487664063
NCM42,OUT018,1694.1995558080828
FDA57,OUT018,1137.515421949721
FDZ48,OUT035,2106.5235060489
FDE46,OUT045,2455.1216353351433
NCZ30,OUT019,1731.9115259545667
FDB56,OUT017,3465.84214391891
FDA25,OUT027,2880.4054543307075
FDD20,OUT013,2170.505417155173
FDL25,OUT013,1534.0741487664063
NCO18,OUT049,3427.2921555053617
FDJ45,OUT017,1344.6559665236055
FDR12,OUT035,3369.676037224761
NCF19,OUT010,1052.6176945454545
FDK25,OUT046,2854.6408651641955
NCR17,OUT046,2158.283849114522
FDC52,OUT046,2447.522865795206
NCA54,OUT017,3427.2921555053617
FDR45,OUT010,2918.504985931147
NCM19,OUT049,2158.283849114522
FDF39,OUT027,6014.784980392151
FDX23,OUT049,1731.9115259545667
FDD58,OUT027,2880.4054543307075
FDX28,OUT013,1731.9115259545667
NCD31,OUT013,3269.2779587048285
FDU57,OUT018,2337.5346771653503
FDI27,OUT046,1344.6559665236055
NCM42,OUT046,1731.9115259545667
FDD32,OUT027,2556.221119638817
FDI34,OUT013,4004.3782044744016
NCM29,OUT049,2337.5346771653503
FDG46,OUT018,2085.3305214457823
DRC01,OUT010,1052.6176945454545
FDB15,OUT027,5654.037285217387
NCA17,OUT027,3980.6182247349802
FDF10,OUT046,2455.1216353351433
FDR26,OUT027,4773.838524222211
FDI02,OUT049,2158.283849114522
NCM54,OUT010,2085.3305214457823
FDF14,OUT013,2455.1216353351433
FDJ33,OUT010,1731.9115259545667
FDM20,OUT035,4271.638563027145
FDC03,OUT027,5409.329331392204
NCX05,OUT046,2158.283849114522
NCM41,OUT027,2556.221119638817
NCU29,OUT010,2106.5235060489
FDQ59,OUT017,1534.0741487664063
FDH46,OUT010,1534.0741487664063
FDH09,OUT013,1344.6559665236055
NCD06,OUT045,1367.9724074074072
FDC15,OUT035,2825.8951546162325
DRD37,OUT027,2410.4524967213097
FDT28,OUT027,3980.6182247349802
FDR28,OUT027,4423.581727450982
FDT38,OUT017,1534.0741487664063
FDV34,OUT027,2410.4524967213097
FDY52,OUT035,1421.1196686980604
FDB34,OUT013,1534.0741487664063
DRL23,OUT018,1694.1995558080828
DRB24,OUT046,2455.1216353351433
FDJ50,OUT046,1344.6559665236055
FDQ49,OUT035,2674.8468521815066
FDP20,OUT035,2337.5346771653503
FDV19,OUT027,4423.581727450982
NCR54,OUT045,3571.4223195454533
FDO09,OUT010,2887.4129810026393
FDS57,OUT018,2158.283849114522
FDN10,OUT049,2158.283849114522
FDV23,OUT049,2447.522865795206
FDY28,OUT049,3667.372092705895
DRG51,OUT013,2918.504985931147
FDD45,OUT019,1379.3044424521058
NCL18,OUT027,5270.670954761906
NCM29,OUT013,2337.5346771653503
FDF17,OUT027,5363.259459284512
FDE22,OUT017,3427.2921555053617
FDQ22,OUT017,1344.6559665236055
FDS01,OUT013,3427.2921555053617
FDW35,OUT027,2410.4524967213097
FDJ33,OUT046,2337.5346771653503
NCF54,OUT035,3427.2921555053617
FDE09,OUT013,2085.3305214457823
NCE06,OUT045,3369.676037224761
DRH49,OUT049,1534.0741487664063
FDY43,OUT045,3369.676037224761
NCT05,OUT017,4983.96437533193
FDZ34,OUT045,3465.84214391891
FDL38,OUT017,1534.0741487664063
FDZ31,OUT017,3465.84214391891
FDR14,OUT035,1344.6559665236055
NCN54,OUT049,1534.0741487664063
NCC42,OUT027,3758.4300852459055
FDK08,OUT017,1731.9115259545667
FDP59,OUT013,1731.9115259545667
FDV22,OUT035,2825.8951546162325
FDD33,OUT035,3685.5710473819818
DRE60,OUT027,5654.037285217387
FDK52,OUT046,3832.7725078608205
FDA02,OUT017,2674.8468521815066
FDM56,OUT049,1731.9115259545667
FDE57,OUT035,2337.5346771653503
FDM32,OUT045,1534.0741487664063
NCQ30,OUT027,3758.4300852459055
FDQ27,OUT027,2877.3076156941515
FDT60,OUT027,3758.4300852459055
FDU43,OUT049,4271.638563027145
NCO55,OUT035,1731.9115259545667
FDG02,OUT045,3667.372092705895
FDJ28,OUT013,3719.8763989784147
FDP40,OUT045,2106.5235060489
FDJ38,OUT045,3667.372092705895
NCC54,OUT017,4270.767236082471
NCZ41,OUT046,2337.5346771653503
FDK38,OUT019,2106.5235060489
FDU52,OUT013,2455.1216353351433
FDC40,OUT046,1534.0741487664063
NCR30,OUT017,1421.1196686980604
NCN18,OUT017,2158.283849114522
FDB50,OUT035,1534.0741487664063
FDG04,OUT013,3427.2921555053617
FDR26,OUT035,3427.2921555053617
NCT17,OUT018,3354.5576251303514
FDX35,OUT027,5840.571415044253
FDS12,OUT046,2337.5346771653503
NCZ29,OUT027,3758.4300852459055
FDB38,OUT010,2395.718448918912
FDP12,OUT013,1344.6559665236055
FDP22,OUT046,1228.5415206030152
FDS26,OUT018,4008.205805581392
FDR52,OUT046,3427.2921555053617
DRJ13,OUT046,2918.504985931147
FDU48,OUT027,3758.4300852459055
FDE29,OUT035,1344.6559665236055
NCT29,OUT049,2337.5346771653503
DRK37,OUT018,3354.5576251303514
FDK55,OUT046,1534.0741487664063
FDR07,OUT046,1731.9115259545667
FDO21,OUT027,6014.784980392151
FDK46,OUT049,5391.00830739777
FDB12,OUT045,1731.9115259545667
FDT31,OUT027,5341.060227241394
FDJ33,OUT045,2337.5346771653503
FDC26,OUT027,2852.885860504199
NCQ02,OUT045,3427.2921555053617
FDP08,OUT010,2455.1216353351433
FDB11,OUT027,5654.037285217387
FDV55,OUT013,2455.1216353351433
FDW20,OUT049,2337.5346771653503
NCJ18,OUT019,1664.5464096514752
FDC41,OUT018,1421.1196686980604
FDE14,OUT027,2880.4054543307075
FDG35,OUT013,3369.676037224761
FDF45,OUT035,1344.6559665236055
FDS19,OUT027,2556.221119638817
FDS58,OUT019,2106.5235060489
FDA26,OUT017,3832.7725078608205
FDM32,OUT049,1534.0741487664063
FDL45,OUT046,2337.5346771653503
FDZ55,OUT049,3269.2779587048285
FDY37,OUT049,2337.5346771653503
FDO46,OUT046,3965.657086807132
FDQ60,OUT046,2158.283849114522
FDA19,OUT018,2158.283849114522
FDL15,OUT046,2556.221119638817
FDM10,OUT018,3354.5576251303514
NCL05,OUT017,1344.6559665236055
DRK49,OUT010,1052.6176945454545
NCE18,OUT027,6489.421765938847
FDG40,OUT049,1344.6559665236055
DRI59,OUT045,3965.657086807132
FDK28,OUT035,5391.00830739777
NCD06,OUT019,1052.6176945454545
FDO11,OUT019,2609.008114770312
FDK27,OUT046,2106.5235060489
FDT43,OUT027,2410.4524967213097
FDD38,OUT018,1694.1995558080828
FDA16,OUT049,4004.3782044744016
FDL14,OUT027,3980.6182247349802
NCM17,OUT049,1344.6559665236055
FDD20,OUT045,2337.5346771653503
FDA40,OUT045,1534.0741487664063
FDL43,OUT045,1534.0741487664063
FDV15,OUT045,1731.9115259545667
FDE52,OUT046,1534.0741487664063
NCL17,OUT010,2106.5235060489
NCJ31,OUT045,4270.767236082471
FDR60,OUT045,1534.0741487664063
NCA18,OUT035,2106.5235060489
FDS21,OUT027,2410.4524967213097
FDW09,OUT035,1534.0741487664063
FDL26,OUT035,2455.1216353351433
FDS47,OUT018,1421.1196686980604
FDC39,OUT046,3427.2921555053617
FDT51,OUT035,2085.3305214457823
FDK40,OUT035,4619.051718753353
NCG19,OUT045,4270.767236082471
FDZ07,OUT046,1228.5415206030152
FDF08,OUT027,2556.221119638817
FDO04,OUT013,1344.6559665236055
FDK41,OUT018,1421.1196686980604
FDP15,OUT049,5391.00830739777
NCD43,OUT018,1694.1995558080828
NCP18,OUT013,2556.221119638817
FDZ51,OUT046,1614.3191216509742
DRH13,OUT035,1731.9115259545667
FDF38,OUT045,1344.6559665236055
NCI43,OUT045,1367.9724074074072
FDM38,OUT027,2410.4524967213097
FDS03,OUT013,1421.1196686980604
DRJ47,OUT017,3427.2921555053617
FDT50,OUT010,1534.0741487664063
FDV02,OUT046,3369.676037224761
NCG18,OUT017,1731.9115259545667
FDW52,OUT046,3269.2779587048285
FDS40,OUT035,1344.6559665236055
FDN31,OUT017,3465.84214391891
FDA37,OUT045,2337.5346771653503
FDA15,OUT046,4619.051718753353
FDL39,OUT046,3369.676037224761
FDJ53,OUT045,2337.5346771653503
FDX22,OUT013,4272.584767572993
NCZ42,OUT045,4198.7524090509
FDD56,OUT027,4423.581727450982
FDD40,OUT017,3719.8763989784147
FDS50,OUT013,4119.010667103939
NCN14,OUT013,3427.2921555053617
FDT15,OUT013,3427.2921555053617
NCS18,OUT027,2880.4054543307075
NCO26,OUT010,1694.1995558080828
FDF58,OUT018,1228.5415206030152
NCB19,OUT013,1534.0741487664063
FDH26,OUT017,2337.5346771653503
DRB24,OUT027,3980.6182247349802
FDA49,OUT018,1421.1196686980604
FDB32,OUT045,1731.9115259545667
FDI36,OUT017,3427.2921555053617
NCA17,OUT010,2106.5235060489
FDH22,OUT013,2170.505417155173
NCM26,OUT018,2170.505417155173
FDT15,OUT027,5270.670954761906
FDB16,OUT018,1534.0741487664063
NCP54,OUT027,3758.4300852459055
FDJ36,OUT013,1731.9115259545667
FDO28,OUT045,2158.283849114522
FDU09,OUT013,1344.6559665236055
FDF29,OUT017,2337.5346771653503
FDY08,OUT013,2170.505417155173
DRJ59,OUT018,1228.5415206030152
FDT23,OUT027,2556.221119638817
FDU15,OUT018,1228.5415206030152
FDT47,OUT013,1731.9115259545667
FDI53,OUT019,2170.505417155173
FDR59,OUT018,4119.010667103939
FDD53,OUT035,1344.6559665236055
FDY51,OUT017,3832.7725078608205
FDT04,OUT049,1344.6559665236055
FDU51,OUT049,3427.2921555053617
FDG14,OUT035,2609.008114770312
NCU06,OUT045,4119.010667103939
DRG25,OUT046,3719.8763989784147
DRH49,OUT035,1534.0741487664063
FDN15,OUT035,2337.5346771653503
FDL43,OUT018,1421.1196686980604
NCT18,OUT049,3465.84214391891
NCB31,OUT013,5288.675986157371
FDK57,OUT035,2158.283849114522
FDY04,OUT019,2170.505417155173
NCP54,OUT046,2170.505417155173
FDF41,OUT013,4119.010667103939
FDM01,OUT045,1731.9115259545667
FDW03,OUT045,1731.9115259545667
FDF28,OUT045,2337.5346771653503
FDY37,OUT017,2337.5346771653503
FDQ03,OUT017,4619.051718753353
FDP51,OUT027,3148.9417595419845
FDJ40,OUT017,2085.3305214457823
FDC32,OUT049,1614.3191216509742
DRI49,OUT027,2471.621994642856
NCW54,OUT017,1367.9724074074072
FDF09,OUT017,1344.6559665236055
FDP45,OUT018,3743.4188875000013
DRJ23,OUT018,3354.5576251303514
FDS59,OUT017,2085.3305214457823
FDY08,OUT046,2337.5346771653503
FDX16,OUT049,2674.8468521815066
FDY16,OUT018,3354.5576251303514
FDK32,OUT035,2455.1216353351433
FDQ22,OUT013,1344.6559665236055
NCC31,OUT018,2170.505417155173
FDG58,OUT049,2609.008114770312
DRF48,OUT013,3462.078176094264
DRH36,OUT049,1421.1196686980604
NCR30,OUT035,1534.0741487664063
FDB03,OUT019,2396.475298039214
FDZ28,OUT027,3758.4300852459055
FDR35,OUT017,3719.8763989784147
DRD15,OUT027,5840.571415044253
FDJ33,OUT019,1731.9115259545667
FDA56,OUT010,1731.9115259545667
FDP56,OUT046,1344.6559665236055
NCT30,OUT046,1367.9724074074072
FDK15,OUT017,1731.9115259545667
FDH44,OUT018,2170.505417155173
FDV01,OUT013,2455.1216353351433
DRG03,OUT017,2674.8468521815066
FDG50,OUT027,2556.221119638817
FDR16,OUT010,2396.475298039214
FDZ60,OUT046,1731.9115259545667
DRG03,OUT045,2674.8468521815066
FDS56,OUT018,3653.5627935742987
FDU33,OUT045,1344.6559665236055
DRD27,OUT035,1731.9115259545667
FDW22,OUT046,3832.7725078608205
DRA24,OUT045,3369.676037224761
FDF38,OUT049,1344.6559665236055
FDX48,OUT013,2455.1216353351433
FDS58,OUT018,2447.522865795206
FDC32,OUT046,1534.0741487664063
NCQ29,OUT045,5391.00830739777
DRK39,OUT018,1534.0741487664063
NCS38,OUT017,2158.283849114522
DRO47,OUT013,2106.5235060489
DRG27,OUT027,2410.4524967213097
FDC57,OUT027,5409.329331392204
FDS55,OUT046,2455.1216353351433
NCJ06,OUT018,2085.3305214457823
FDO01,OUT019,1731.9115259545667
NCM55,OUT045,3667.372092705895
FDC52,OUT049,2455.1216353351433
FDQ15,OUT045,1534.0741487664063
NCT30,OUT027,2339.1851204678346
NCR42,OUT027,2410.4524967213097
FDD28,OUT035,1344.6559665236055
FDQ34,OUT049,1731.9115259545667
FDZ12,OUT027,3758.4300852459055
DRE13,OUT019,1379.3044424521058
NCN07,OUT019,1731.9115259545667
FDM28,OUT035,3427.2921555053617
FDI10,OUT017,3427.2921555053617
FDQ25,OUT013,3269.2779587048285
FDA38,OUT010,3643.251640153443
DRI13,OUT049,4119.010667103939
FDY20,OUT027,2410.4524967213097
NCZ53,OUT035,3719.8763989784147
NCM31,OUT013,2447.522865795206
DRB01,OUT017,3465.84214391891
DRF37,OUT046,5303.425224073295
NCF42,OUT049,3427.2921555053617
FDF16,OUT018,2170.505417155173
FDB41,OUT013,1228.5415206030152
FDR34,OUT013,4271.638563027145
FDR15,OUT018,2170.505417155173
NCV42,OUT019,1694.1995558080828
FDW51,OUT035,3719.8763989784147
FDU36,OUT017,1731.9115259545667
FDX60,OUT049,1534.0741487664063
FDY03,OUT035,2158.283849114522
FDW55,OUT045,4271.638563027145
FDT01,OUT010,2609.008114770312
FDG58,OUT013,2447.522865795206
FDK21,OUT017,4198.7524090509
NCS41,OUT019,2396.475298039214
FDS10,OUT045,3719.8763989784147
NCT53,OUT046,3052.8852631015943
FDJ28,OUT018,3354.5576251303514
FDX44,OUT045,1534.0741487664063
FDT20,OUT018,1228.5415206030152
FDO44,OUT017,2085.3305214457823
NCX17,OUT049,4270.767236082471
FDY01,OUT017,2170.505417155173
FDJ12,OUT027,5545.71926361322
DRK35,OUT018,1228.5415206030152
FDD47,OUT019,2106.5235060489
NCM53,OUT035,1731.9115259545667
FDO45,OUT013,1534.0741487664063
NCM42,OUT010,1534.0741487664063
FDE04,OUT046,3369.676037224761
NCI30,OUT027,6143.319402214086
FDZ19,OUT013,3354.5576251303514
FDW57,OUT013,3427.2921555053617
FDA25,OUT013,1731.9115259545667
FDT22,OUT046,1228.5415206030152
FDP51,OUT013,2106.5235060489
FDD48,OUT027,3182.4304398692784
FDY39,OUT035,3465.84214391891
FDO48,OUT010,3354.5576251303514
FDD23,OUT027,5270.670954761906
DRN35,OUT027,2410.4524967213097
FDT01,OUT035,3667.372092705895
FDC20,OUT010,1052.6176945454545
DRJ35,OUT035,1344.6559665236055
FDB32,OUT046,1614.3191216509742
FDL24,OUT046,3369.676037224761
NCV42,OUT035,2106.5235060489
FDZ46,OUT046,1731.9115259545667
FDC15,OUT013,2455.1216353351433
FDD08,OUT019,1052.6176945454545
FDY50,OUT049,1534.0741487664063
FDD36,OUT013,2158.283849114522
FDG57,OUT027,2410.4524967213097
FDL21,OUT018,1228.5415206030152
FDN16,OUT027,2880.4054543307075
FDJ09,OUT027,2410.4524967213097
FDS01,OUT010,2455.1216353351433
FDV33,OUT017,5391.00830739777
DRE12,OUT017,2158.283849114522
FDR07,OUT013,1731.9115259545667
FDP48,OUT010,2877.3076156941515
NCB55,OUT035,1367.9724074074072
FDQ08,OUT013,1344.6559665236055
FDR34,OUT035,4198.7524090509
FDO33,OUT046,2158.283849114522
FDP13,OUT045,1344.6559665236055
FDX12,OUT049,4119.010667103939
NCT06,OUT049,3369.676037224761
FDR16,OUT019,2396.475298039214
FDE36,OUT046,3052.8852631015943
FDZ36,OUT049,3427.2921555053617
FDV13,OUT045,1534.0741487664063
NCZ17,OUT035,1344.6559665236055
FDU56,OUT045,3667.372092705895
FDM09,OUT035,3427.2921555053617
FDV02,OUT017,3427.2921555053617
FDS34,OUT018,1805.291547555554
FDA11,OUT049,1731.9115259545667
FDP09,OUT017,4119.010667103939
FDB29,OUT027,3182.4304398692784
FDT19,OUT017,3369.676037224761
DRH15,OUT017,1344.6559665236055
FDY38,OUT046,3667.372092705895
FDF14,OUT027,3980.6182247349802
FDN48,OUT010,1379.3044424521058
FDQ12,OUT013,4136.639809204343
NCJ43,OUT045,3427.2921555053617
FDE17,OUT019,2106.5235060489
FDB05,OUT035,4270.767236082471
FDH10,OUT045,3832.7725078608205
NCR06,OUT017,1367.9724074074072
FDU32,OUT018,2158.283849114522
FDD56,OUT049,3369.676037224761
FDO36,OUT018,3269.2779587048285
FDH16,OUT010,1379.3044424521058
FDX10,OUT018,1228.5415206030152
FDZ37,OUT017,1534.0741487664063
FDU31,OUT010,2887.4129810026393
DRC49,OUT049,2337.5346771653503
FDL15,OUT045,2674.8468521815066
FDN32,OUT019,2455.1216353351433
DRH59,OUT027,2410.4524967213097
NCU29,OUT049,2674.8468521815066
FDR37,OUT019,2455.1216353351433
FDS14,OUT018,2396.475298039214
FDU02,OUT027,5654.037285217387
FDJ08,OUT035,3427.2921555053617
NCZ06,OUT045,4198.7524090509
FDO31,OUT049,1534.0741487664063
FDH31,OUT018,1694.1995558080828
FDS58,OUT017,3369.676037224761
NCA53,OUT027,2410.4524967213097
FDF50,OUT046,3427.2921555053617
NCW42,OUT049,3965.657086807132
NCQ17,OUT045,2674.8468521815066
FDK51,OUT018,3773.5815969465707
NCW41,OUT010,2106.5235060489
NCR29,OUT017,1344.6559665236055
FDB08,OUT019,2106.5235060489
FDA40,OUT027,2471.621994642856
FDL14,OUT018,2337.5346771653503
FDB47,OUT046,3832.7725078608205
FDO03,OUT035,4004.3782044744016
DRK13,OUT019,2003.6675014662792
FDX13,OUT010,2918.504985931147
FDF52,OUT046,3427.2921555053617
FDT11,OUT013,3719.8763989784147
FDB08,OUT013,2830.86529269163
FDQ28,OUT018,2170.505417155173
FDD29,OUT045,4271.638563027145
NCQ29,OUT027,5840.571415044253
NCO02,OUT013,1421.1196686980604
FDR56,OUT010,2455.1216353351433
NCM54,OUT049,2170.505417155173
FDP51,OUT035,2158.283849114522
FDT38,OUT013,1534.0741487664063
FDZ20,OUT018,4057.0915651282075
FDJ53,OUT013,2158.283849114522
FDX13,OUT049,4198.7524090509
FDP58,OUT035,4004.3782044744016
NCK31,OUT019,1052.6176945454545
FDA35,OUT018,2158.283849114522
FDV37,OUT018,3269.532070498075
NCO07,OUT027,5629.771133031236
FDA20,OUT045,3465.84214391891
FDZ59,OUT035,3269.2779587048285
NCY17,OUT017,1344.6559665236055
FDQ28,OUT035,2674.8468521815066
FDV35,OUT017,2825.8951546162325
FDQ36,OUT013,1228.5415206030152
FDD34,OUT018,2455.1216353351433
FDK51,OUT045,4983.96437533193
FDV31,OUT035,3369.676037224761
FDR04,OUT035,1731.9115259545667
FDR14,OUT049,1344.6559665236055
DRC36,OUT010,2455.1216353351433
FDE39,OUT019,1731.9115259545667
FDP57,OUT049,1731.9115259545667
FDE57,OUT046,2337.5346771653503
NCN18,OUT046,1805.291547555554
NCQ05,OUT018,2170.505417155173
FDW47,OUT035,2170.505417155173
FDV46,OUT035,2158.283849114522
NCP29,OUT045,1421.1196686980604
FDE09,OUT018,1731.9115259545667
NCU06,OUT027,6014.784980392151
FDT19,OUT010,2395.718448918912
DRF15,OUT017,2825.8951546162325
DRI51,OUT013,3052.8852631015943
NCX54,OUT013,1731.9115259545667
DRE01,OUT013,4119.010667103939
NCB07,OUT045,3667.372092705895
FDU50,OUT035,2158.283849114522
FDG40,OUT035,1344.6559665236055
FDW10,OUT018,3269.532070498075
FDX51,OUT013,3719.8763989784147
NCP17,OUT045,1421.1196686980604
FDP21,OUT035,4119.010667103939
FDL04,OUT045,1731.9115259545667
FDV23,OUT013,2170.505417155173
FDF24,OUT046,1534.0741487664063
FDH56,OUT027,3182.4304398692784
FDB51,OUT049,1344.6559665236055
FDI58,OUT027,2880.4054543307075
FDR20,OUT013,1344.6559665236055
FDC51,OUT018,2170.505417155173
FDB16,OUT027,2556.221119638817
FDE40,OUT049,1344.6559665236055
NCM17,OUT035,1344.6559665236055
FDU56,OUT035,3667.372092705895
FDS32,OUT019,1731.9115259545667
FDX02,OUT049,3965.657086807132
FDT39,OUT027,3980.6182247349802
FDE35,OUT017,1344.6559665236055
NCI42,OUT019,2887.4129810026393
DRL23,OUT046,1731.9115259545667
FDA10,OUT046,2170.505417155173
FDA11,OUT013,1693.3931836190457
NCM06,OUT046,2556.221119638817
NCT05,OUT035,5391.00830739777
NCQ02,OUT010,2877.3076156941515
NCY06,OUT049,2337.5346771653503
FDY56,OUT035,4004.3782044744016
FDL02,OUT035,1731.9115259545667
NCI06,OUT035,3427.2921555053617
FDQ14,OUT045,2609.008114770312
FDQ12,OUT017,4119.010667103939
FDP36,OUT046,1228.5415206030152
FDK21,OUT027,6266.875674809831
FDO40,OUT045,2825.8951546162325
NCK54,OUT019,1694.1995558080828
FDY09,OUT018,3667.372092705895
NCW30,OUT049,5391.00830739777
NCC55,OUT027,2339.1851204678346
FDE58,OUT018,1805.291547555554
FDR39,OUT013,3427.2921555053617
FDU28,OUT049,3571.4223195454533
FDH08,OUT017,4004.3782044744016
FDG35,OUT045,3369.676037224761
FDG22,OUT049,1137.515421949721
FDC34,OUT035,2825.8951546162325
FDP15,OUT018,3832.7725078608205
FDK34,OUT010,3269.532070498075
FDU45,OUT035,2158.283849114522
FDQ04,OUT027,2339.1851204678346
FDX22,OUT018,3667.372092705895
FDB45,OUT017,1731.9115259545667
NCH43,OUT027,5552.76000995761
DRE60,OUT046,3610.43377152427
FDD17,OUT027,6229.906952982467
NCM54,OUT017,2337.5346771653503
NCH55,OUT013,2337.5346771653503
NCT06,OUT017,3427.2921555053617
FDA48,OUT027,5552.76000995761
FDY58,OUT027,6014.784980392151
FDO25,OUT045,3667.372092705895
FDN50,OUT045,1731.9115259545667
FDH35,OUT035,3369.676037224761
FDK09,OUT045,4119.010667103939
FDO16,OUT013,1534.0741487664063
FDW11,OUT045,1421.1196686980604
FDU47,OUT027,3758.4300852459055
NCQ42,OUT010,2085.3305214457823
FDK55,OUT027,2556.221119638817
